No,Provinsi,Kabupaten/Kota,Kecamatan,Desa / Kelurahan
444,Jawa Timur,Blitar,Barat,Kelurahan Bahagia
445,Jawa Timur,Tulungagung,Tengah,Desa Jaya
446,Jawa Timur,Trenggalek,Pusat,Kelurahan Sari
447,Jawa Timur,Ponorogo,Kraton,Desa Mulya
448,Jawa Timur,Madiun,Sukun,Kelurahan Indah
449,Jawa Timur,Magetan,Lowokwaru,Desa Asri
450,Jawa Timur,Ngawi,Klojen,Kelurahan Permai
451,Jawa Timur,Bojonegoro,Blimbing,Desa Subur
452,Jawa Timur,Tuban,Kedungkandang,Kelurahan Tenteram
453,Jawa Timur,Lamongan,Kenjeran,Desa Damai
454,Jawa Timur,Bangkalan,Gubeng,Kelurahan Raya
455,Jawa Timur,Sampang,Rungkut,Desa Agung
456,Jawa Timur,Pamekasan,Sukolilo,Kelurahan Bersih
457,Jawa Timur,Sumenep,Mulyorejo,Desa Harmoni
458,Jawa Timur,Pacitan,Sawahan,Kelurahan Mawar
459,Jawa Timur,Bondowoso,Genteng,Desa Melati
460,Jawa Timur,Situbondo,Tegalsari,Kelurahan Maju
461,Jawa Timur,Lumajang,Bubutan,Desa Makmur
462,Jawa Timur,Jombang,Simokerto,Kelurahan Sejahtera
463,Jawa Timur,Nganjuk,Pabean Cantian,Desa Sentosa
464,Jawa Timur,Batu,Semampir,Kelurahan Bahagia
465,Jawa Timur,Surabaya,Krembangan,Desa Jaya
466,Jawa Timur,Malang,Bulak,Kelurahan Sari
467,Jawa Timur,Banyuwangi,Asemrowo,Desa Mulya
468,Jawa Timur,Jember,Benowo,Kelurahan Indah
469,Jawa Timur,Sidoarjo,Lakarsantri,Desa Asri
470,Jawa Timur,Gresik,Sambikerep,Kelurahan Permai
471,Jawa Timur,Mojokerto,Tandes,Desa Subur
472,Jawa Timur,Pasuruan,Pakal,Kelurahan Tenteram
473,Jawa Timur,Probolinggo,Dukuh Pakis,Desa Damai
474,Jawa Timur,Kediri,Gayungan,Kelurahan Raya
475,Jawa Timur,Blitar,Wonocolo,Desa Agung
476,Jawa Timur,Tulungagung,Wonokromo,Kelurahan Bersih
477,Jawa Timur,Trenggalek,Karangpilang,Desa Harmoni
478,Jawa Timur,Ponorogo,Jambangan,Kelurahan Mawar
479,Jawa Timur,Madiun,Wiyung,Desa Melati
480,Jawa Timur,Magetan,Kota,Kelurahan Maju
481,Jawa Timur,Ngawi,Utara,Desa Makmur
482,Jawa Timur,Bojonegoro,Selatan,Kelurahan Sejahtera
483,Jawa Timur,Tuban,Timur,Desa Sentosa
484,Jawa Timur,Lamongan,Barat,Kelurahan Bahagia
485,Jawa Timur,Bangkalan,Tengah,Desa Jaya
486,Jawa Timur,Sampang,Pusat,Kelurahan Sari
487,Jawa Timur,Pamekasan,Kraton,Desa Mulya
488,Jawa Timur,Sumenep,Sukun,Kelurahan Indah
489,Jawa Timur,Pacitan,Lowokwaru,Desa Asri
490,Jawa Timur,Bondowoso,Klojen,Kelurahan Permai
491,Jawa Timur,Situbondo,Blimbing,Desa Subur
492,Jawa Timur,Lumajang,Kedungkandang,Kelurahan Tenteram
493,Jawa Timur,Jombang,Kenjeran,Desa Damai
494,Jawa Timur,Nganjuk,Gubeng,Kelurahan Raya
495,Jawa Timur,Batu,Rungkut,Desa Agung
496,Jawa Timur,Surabaya,Sukolilo,Kelurahan Bersih
497,Jawa Timur,Malang,Mulyorejo,Desa Harmoni
498,Jawa Timur,Banyuwangi,Sawahan,Kelurahan Mawar
499,Jawa Timur,Jember,Genteng,Desa Melati
500,Jawa Timur,Sidoarjo,Tegalsari,Kelurahan Maju
501,Jawa Timur,Gresik,Bubutan,Desa Makmur
502,Jawa Timur,Mojokerto,Simokerto,Kelurahan Sejahtera
503,Jawa Timur,Pasuruan,Pabean Cantian,Desa Sentosa
504,Jawa Timur,Probolinggo,Semampir,Kelurahan Bahagia
505,Jawa Timur,Kediri,Krembangan,Desa Jaya
506,Jawa Timur,Blitar,Bulak,Kelurahan Sari
507,Jawa Timur,Tulungagung,Asemrowo,Desa Mulya
508,Jawa Timur,Trenggalek,Benowo,Kelurahan Indah
509,Jawa Timur,Ponorogo,Lakarsantri,Desa Asri
510,Jawa Timur,Madiun,Sambikerep,Kelurahan Permai
511,Jawa Timur,Magetan,Tandes,Desa Subur
512,Jawa Timur,Ngawi,Pakal,Kelurahan Tenteram
513,Jawa Timur,Bojonegoro,Dukuh Pakis,Desa Damai
514,Jawa Timur,Tuban,Gayungan,Kelurahan Raya
515,Jawa Timur,Lamongan,Wonocolo,Desa Agung
516,Jawa Timur,Bangkalan,Wonokromo,Kelurahan Bersih
517,Jawa Timur,Sampang,Karangpilang,Desa Harmoni
518,Jawa Timur,Pamekasan,Jambangan,Kelurahan Mawar
519,Jawa Timur,Sumenep,Wiyung,Desa Melati
520,Jawa Timur,Pacitan,Kota,Kelurahan Maju
521,Jawa Timur,Bondowoso,Utara,Desa Makmur
522,Jawa Timur,Situbondo,Selatan,Kelurahan Sejahtera
523,Jawa Timur,Lumajang,Timur,Desa Sentosa
524,Jawa Timur,Jombang,Barat,Kelurahan Bahagia
525,Jawa Timur,Nganjuk,Tengah,Desa Jaya
526,Jawa Timur,Batu,Pusat,Kelurahan Sari
527,Jawa Timur,Surabaya,Kraton,Desa Mulya
528,Jawa Timur,Malang,Sukun,Kelurahan Indah
529,Jawa Timur,Banyuwangi,Lowokwaru,Desa Asri
530,Jawa Timur,Jember,Klojen,Kelurahan Permai
531,Jawa Timur,Sidoarjo,Blimbing,Desa Subur
532,Jawa Timur,Gresik,Kedungkandang,Kelurahan Tenteram
533,Jawa Timur,Mojokerto,Kenjeran,Desa Damai
534,Jawa Timur,Pasuruan,Gubeng,Kelurahan Raya
535,Jawa Timur,Probolinggo,Rungkut,Desa Agung
536,Jawa Timur,Kediri,Sukolilo,Kelurahan Bersih
537,Jawa Timur,Blitar,Mulyorejo,Desa Harmoni
538,Jawa Timur,Tulungagung,Sawahan,Kelurahan Mawar
539,Jawa Timur,Trenggalek,Genteng,Desa Melati
540,Jawa Timur,Ponorogo,Tegalsari,Kelurahan Maju
541,Jawa Timur,Madiun,Bubutan,Desa Makmur
542,Jawa Timur,Magetan,Simokerto,Kelurahan Sejahtera
543,Jawa Timur,Ngawi,Pabean Cantian,Desa Sentosa
544,Jawa Timur,Bojonegoro,Semampir,Kelurahan Bahagia
545,Jawa Timur,Tuban,Krembangan,Desa Jaya
546,Jawa Timur,Lamongan,Bulak,Kelurahan Sari
547,Jawa Timur,Bangkalan,Asemrowo,Desa Mulya
548,Jawa Timur,Sampang,Benowo,Kelurahan Indah
549,Jawa Timur,Pamekasan,Lakarsantri,Desa Asri
550,Jawa Timur,Sumenep,Sambikerep,Kelurahan Permai
551,Jawa Timur,Pacitan,Tandes,Desa Subur
552,Jawa Timur,Bondowoso,Pakal,Kelurahan Tenteram
553,Jawa Timur,Situbondo,Dukuh Pakis,Desa Damai
554,Jawa Timur,Lumajang,Gayungan,Kelurahan Raya
555,Jawa Timur,Jombang,Wonocolo,Desa Agung
556,Jawa Timur,Nganjuk,Wonokromo,Kelurahan Bersih
557,Jawa Timur,Batu,Karangpilang,Desa Harmoni
558,Jawa Timur,Surabaya,Jambangan,Kelurahan Mawar
559,Jawa Timur,Malang,Wiyung,Desa Melati
560,Jawa Timur,Banyuwangi,Kota,Kelurahan Maju
561,Jawa Timur,Jember,Utara,Desa Makmur
562,Jawa Timur,Sidoarjo,Selatan,Kelurahan Sejahtera
563,Jawa Timur,Gresik,Timur,Desa Sentosa
564,Jawa Timur,Mojokerto,Barat,Kelurahan Bahagia
565,Jawa Timur,Pasuruan,Tengah,Desa Jaya
566,Jawa Timur,Probolinggo,Pusat,Kelurahan Sari
567,Jawa Timur,Kediri,Kraton,Desa Mulya
568,Jawa Timur,Blitar,Sukun,Kelurahan Indah
569,Jawa Timur,Tulungagung,Lowokwaru,Desa Asri
570,Jawa Timur,Trenggalek,Klojen,Kelurahan Permai
571,Jawa Timur,Ponorogo,Blimbing,Desa Subur
572,Jawa Timur,Madiun,Kedungkandang,Kelurahan Tenteram
573,Jawa Timur,Magetan,Kenjeran,Desa Damai
574,Jawa Timur,Ngawi,Gubeng,Kelurahan Raya
575,Jawa Timur,Bojonegoro,Rungkut,Desa Agung
576,Jawa Timur,Tuban,Sukolilo,Kelurahan Bersih
577,Jawa Timur,Lamongan,Mulyorejo,Desa Harmoni
578,Jawa Timur,Bangkalan,Sawahan,Kelurahan Mawar
579,Jawa Timur,Sampang,Genteng,Desa Melati
580,Jawa Timur,Pamekasan,Tegalsari,Kelurahan Maju
581,Jawa Timur,Sumenep,Bubutan,Desa Makmur
582,Jawa Timur,Pacitan,Simokerto,Kelurahan Sejahtera
583,Jawa Timur,Bondowoso,Pabean Cantian,Desa Sentosa
584,Jawa Timur,Situbondo,Semampir,Kelurahan Bahagia
585,Jawa Timur,Lumajang,Krembangan,Desa Jaya
586,Jawa Timur,Jombang,Bulak,Kelurahan Sari
587,Jawa Timur,Nganjuk,Asemrowo,Desa Mulya
588,Jawa Timur,Batu,Benowo,Kelurahan Indah
589,Jawa Timur,Surabaya,Lakarsantri,Desa Asri
590,Jawa Timur,Malang,Sambikerep,Kelurahan Permai
591,Jawa Timur,Banyuwangi,Tandes,Desa Subur
592,Jawa Timur,Jember,Pakal,Kelurahan Tenteram
593,Jawa Timur,Sidoarjo,Dukuh Pakis,Desa Damai
594,Jawa Timur,Gresik,Gayungan,Kelurahan Raya
595,Jawa Timur,Mojokerto,Wonocolo,Desa Agung
596,Jawa Timur,Pasuruan,Wonokromo,Kelurahan Bersih
597,Jawa Timur,Probolinggo,Karangpilang,Desa Harmoni
598,Jawa Timur,Kediri,Jambangan,Kelurahan Mawar
599,Jawa Timur,Blitar,Wiyung,Desa Melati
600,Jawa Timur,Tulungagung,Kota,Kelurahan Maju
601,Jawa Timur,Trenggalek,Utara,Desa Makmur
602,Jawa Timur,Ponorogo,Selatan,Kelurahan Sejahtera
603,Jawa Timur,Madiun,Timur,Desa Sentosa
604,Jawa Timur,Magetan,Barat,Kelurahan Bahagia
605,Jawa Timur,Ngawi,Tengah,Desa Jaya
606,Jawa Timur,Bojonegoro,Pusat,Kelurahan Sari
607,Jawa Timur,Tuban,Kraton,Desa Mulya
608,Jawa Timur,Lamongan,Sukun,Kelurahan Indah
609,Jawa Timur,Bangkalan,Lowokwaru,Desa Asri
610,Jawa Timur,Sampang,Klojen,Kelurahan Permai
611,Jawa Timur,Pamekasan,Blimbing,Desa Subur
612,Jawa Timur,Sumenep,Kedungkandang,Kelurahan Tenteram
613,Jawa Timur,Pacitan,Kenjeran,Desa Damai
614,Jawa Timur,Bondowoso,Gubeng,Kelurahan Raya
615,Jawa Timur,Situbondo,Rungkut,Desa Agung
616,Jawa Timur,Lumajang,Sukolilo,Kelurahan Bersih
617,Jawa Timur,Jombang,Mulyorejo,Desa Harmoni
618,Jawa Timur,Nganjuk,Sawahan,Kelurahan Mawar
619,Jawa Timur,Batu,Genteng,Desa Melati
620,Jawa Timur,Surabaya,Tegalsari,Kelurahan Maju
621,Jawa Timur,Malang,Bubutan,Desa Makmur
622,Jawa Timur,Banyuwangi,Simokerto,Kelurahan Sejahtera
623,Jawa Timur,Jember,Pabean Cantian,Desa Sentosa
624,Jawa Timur,Sidoarjo,Semampir,Kelurahan Bahagia
625,Jawa Timur,Gresik,Krembangan,Desa Jaya
626,Jawa Timur,Mojokerto,Bulak,Kelurahan Sari
627,Jawa Timur,Pasuruan,Asemrowo,Desa Mulya
628,Jawa Timur,Probolinggo,Benowo,Kelurahan Indah
629,Jawa Timur,Kediri,Lakarsantri,Desa Asri
630,Jawa Timur,Blitar,Sambikerep,Kelurahan Permai
631,Jawa Timur,Tulungagung,Tandes,Desa Subur
632,Jawa Timur,Trenggalek,Pakal,Kelurahan Tenteram
633,Jawa Timur,Ponorogo,Dukuh Pakis,Desa Damai
634,Jawa Timur,Madiun,Gayungan,Kelurahan Raya
635,Jawa Timur,Magetan,Wonocolo,Desa Agung
636,Jawa Timur,Ngawi,Wonokromo,Kelurahan Bersih
637,Jawa Timur,Bojonegoro,Karangpilang,Desa Harmoni
638,Jawa Timur,Tuban,Jambangan,Kelurahan Mawar
639,Jawa Timur,Lamongan,Wiyung,Desa Melati
640,Jawa Timur,Bangkalan,Kota,Kelurahan Maju
641,Jawa Timur,Sampang,Utara,Desa Makmur
642,Jawa Timur,Pamekasan,Selatan,Kelurahan Sejahtera
643,Jawa Timur,Sumenep,Timur,Desa Sentosa
644,Jawa Timur,Pacitan,Barat,Kelurahan Bahagia
645,Jawa Timur,Bondowoso,Tengah,Desa Jaya
646,Jawa Timur,Situbondo,Pusat,Kelurahan Sari
647,Jawa Timur,Lumajang,Kraton,Desa Mulya
648,Jawa Timur,Jombang,Sukun,Kelurahan Indah
649,Jawa Timur,Nganjuk,Lowokwaru,Desa Asri
650,Jawa Timur,Batu,Klojen,Kelurahan Permai
651,Jawa Timur,Surabaya,Blimbing,Desa Subur
652,Jawa Timur,Malang,Kedungkandang,Kelurahan Tenteram
653,Jawa Timur,Banyuwangi,Kenjeran,Desa Damai
654,Jawa Timur,Jember,Gubeng,Kelurahan Raya
655,Jawa Timur,Sidoarjo,Rungkut,Desa Agung
656,Jawa Timur,Gresik,Sukolilo,Kelurahan Bersih
657,Jawa Timur,Mojokerto,Mulyorejo,Desa Harmoni
658,Jawa Timur,Pasuruan,Sawahan,Kelurahan Mawar
659,Jawa Timur,Probolinggo,Genteng,Desa Melati
660,Jawa Timur,Kediri,Tegalsari,Kelurahan Maju
661,Jawa Timur,Blitar,Bubutan,Desa Makmur
662,Jawa Timur,Tulungagung,Simokerto,Kelurahan Sejahtera
663,Jawa Timur,Trenggalek,Pabean Cantian,Desa Sentosa
664,Jawa Timur,Ponorogo,Semampir,Kelurahan Bahagia
665,Jawa Timur,Madiun,Krembangan,Desa Jaya
666,Jawa Timur,Magetan,Bulak,Kelurahan Sari
667,Jawa Timur,Ngawi,Asemrowo,Desa Mulya
668,Jawa Timur,Bojonegoro,Benowo,Kelurahan Indah
669,Jawa Timur,Tuban,Lakarsantri,Desa Asri
670,Jawa Timur,Lamongan,Sambikerep,Kelurahan Permai
671,Jawa Timur,Bangkalan,Tandes,Desa Subur
672,Jawa Timur,Sampang,Pakal,Kelurahan Tenteram
673,Jawa Timur,Pamekasan,Dukuh Pakis,Desa Damai
674,Jawa Timur,Sumenep,Gayungan,Kelurahan Raya
675,Jawa Timur,Pacitan,Wonocolo,Desa Agung
676,Jawa Timur,Bondowoso,Wonokromo,Kelurahan Bersih
677,Jawa Timur,Situbondo,Karangpilang,Desa Harmoni
678,Jawa Timur,Lumajang,Jambangan,Kelurahan Mawar
679,Jawa Timur,Jombang,Wiyung,Desa Melati
680,Jawa Timur,Nganjuk,Kota,Kelurahan Maju
681,Jawa Timur,Batu,Utara,Desa Makmur
682,Jawa Timur,Surabaya,Selatan,Kelurahan Sejahtera
683,Jawa Timur,Malang,Timur,Desa Sentosa
684,Jawa Timur,Banyuwangi,Barat,Kelurahan Bahagia
685,Jawa Timur,Jember,Tengah,Desa Jaya
686,Jawa Timur,Sidoarjo,Pusat,Kelurahan Sari
687,Jawa Timur,Gresik,Kraton,Desa Mulya
688,Jawa Timur,Mojokerto,Sukun,Kelurahan Indah
689,Jawa Timur,Pasuruan,Lowokwaru,Desa Asri
690,Jawa Timur,Probolinggo,Klojen,Kelurahan Permai
691,Jawa Timur,Kediri,Blimbing,Desa Subur
692,Jawa Timur,Blitar,Kedungkandang,Kelurahan Tenteram
693,Jawa Timur,Tulungagung,Kenjeran,Desa Damai
694,Jawa Timur,Trenggalek,Gubeng,Kelurahan Raya
695,Jawa Timur,Ponorogo,Rungkut,Desa Agung
696,Jawa Timur,Madiun,Sukolilo,Kelurahan Bersih
697,Jawa Timur,Magetan,Mulyorejo,Desa Harmoni
698,Jawa Timur,Ngawi,Sawahan,Kelurahan Mawar
699,Jawa Timur,Bojonegoro,Genteng,Desa Melati
700,Jawa Timur,Tuban,Tegalsari,Kelurahan Maju
701,Jawa Timur,Lamongan,Bubutan,Desa Makmur
702,Jawa Timur,Bangkalan,Simokerto,Kelurahan Sejahtera
703,Jawa Timur,Sampang,Pabean Cantian,Desa Sentosa
704,Jawa Timur,Pamekasan,Semampir,Kelurahan Bahagia
705,Jawa Timur,Sumenep,Krembangan,Desa Jaya
706,Jawa Timur,Pacitan,Bulak,Kelurahan Sari
707,Jawa Timur,Bondowoso,Asemrowo,Desa Mulya
708,Jawa Timur,Situbondo,Benowo,Kelurahan Indah
709,Jawa Timur,Lumajang,Lakarsantri,Desa Asri
710,Jawa Timur,Jombang,Sambikerep,Kelurahan Permai
711,Jawa Timur,Nganjuk,Tandes,Desa Subur
712,Jawa Timur,Batu,Pakal,Kelurahan Tenteram
713,Jawa Timur,Surabaya,Dukuh Pakis,Desa Damai
714,Jawa Timur,Malang,Gayungan,Kelurahan Raya
715,Jawa Timur,Banyuwangi,Wonocolo,Desa Agung
716,Jawa Timur,Jember,Wonokromo,Kelurahan Bersih
717,Jawa Timur,Sidoarjo,Karangpilang,Desa Harmoni
718,Jawa Timur,Gresik,Jambangan,Kelurahan Mawar
719,Jawa Timur,Mojokerto,Wiyung,Desa Melati
720,Jawa Timur,Pasuruan,Kota,Kelurahan Maju
721,Jawa Timur,Probolinggo,Utara,Desa Makmur
722,Jawa Timur,Kediri,Selatan,Kelurahan Sejahtera
723,Jawa Timur,Blitar,Timur,Desa Sentosa
724,Jawa Timur,Tulungagung,Barat,Kelurahan Bahagia
725,Jawa Timur,Trenggalek,Tengah,Desa Jaya
726,Jawa Timur,Ponorogo,Pusat,Kelurahan Sari
727,Jawa Timur,Madiun,Kraton,Desa Mulya
728,Jawa Timur,Magetan,Sukun,Kelurahan Indah
729,Jawa Timur,Ngawi,Lowokwaru,Desa Asri
730,Jawa Timur,Bojonegoro,Klojen,Kelurahan Permai
731,Jawa Timur,Tuban,Blimbing,Desa Subur
732,Jawa Timur,Lamongan,Kedungkandang,Kelurahan Tenteram
733,Jawa Timur,Bangkalan,Kenjeran,Desa Damai
734,Jawa Timur,Sampang,Gubeng,Kelurahan Raya
735,Jawa Timur,Pamekasan,Rungkut,Desa Agung
736,Jawa Timur,Sumenep,Sukolilo,Kelurahan Bersih
737,Jawa Timur,Pacitan,Mulyorejo,Desa Harmoni
738,Jawa Timur,Bondowoso,Sawahan,Kelurahan Mawar
739,Jawa Timur,Situbondo,Genteng,Desa Melati
740,Jawa Timur,Lumajang,Tegalsari,Kelurahan Maju
741,Jawa Timur,Jombang,Bubutan,Desa Makmur
742,Jawa Timur,Nganjuk,Simokerto,Kelurahan Sejahtera
743,Jawa Timur,Batu,Pabean Cantian,Desa Sentosa
744,Jawa Timur,Surabaya,Semampir,Kelurahan Bahagia
745,Jawa Timur,Malang,Krembangan,Desa Jaya
746,Jawa Timur,Banyuwangi,Bulak,Kelurahan Sari
747,Jawa Timur,Jember,Asemrowo,Desa Mulya
748,Jawa Timur,Sidoarjo,Benowo,Kelurahan Indah
749,Jawa Timur,Gresik,Lakarsantri,Desa Asri
750,Jawa Timur,Mojokerto,Sambikerep,Kelurahan Permai
751,Jawa Timur,Pasuruan,Tandes,Desa Subur
752,Jawa Timur,Probolinggo,Pakal,Kelurahan Tenteram
753,Jawa Timur,Kediri,Dukuh Pakis,Desa Damai
754,Jawa Timur,Blitar,Gayungan,Kelurahan Raya
755,Jawa Timur,Tulungagung,Wonocolo,Desa Agung
756,Jawa Timur,Trenggalek,Wonokromo,Kelurahan Bersih
757,Jawa Timur,Ponorogo,Karangpilang,Desa Harmoni
758,Jawa Timur,Madiun,Jambangan,Kelurahan Mawar
759,Jawa Timur,Magetan,Wiyung,Desa Melati
760,Jawa Timur,Ngawi,Kota,Kelurahan Maju
761,Jawa Timur,Bojonegoro,Utara,Desa Makmur
762,Jawa Timur,Tuban,Selatan,Kelurahan Sejahtera
763,Jawa Timur,Lamongan,Timur,Desa Sentosa
764,Jawa Timur,Bangkalan,Barat,Kelurahan Bahagia
765,Jawa Timur,Sampang,Tengah,Desa Jaya
766,Jawa Timur,Pamekasan,Pusat,Kelurahan Sari
767,Jawa Timur,Sumenep,Kraton,Desa Mulya
768,Jawa Timur,Pacitan,Sukun,Kelurahan Indah
769,Jawa Timur,Bondowoso,Lowokwaru,Desa Asri
770,Jawa Timur,Situbondo,Klojen,Kelurahan Permai
771,Jawa Timur,Lumajang,Blimbing,Desa Subur
772,Jawa Timur,Jombang,Kedungkandang,Kelurahan Tenteram
773,Jawa Timur,Nganjuk,Kenjeran,Desa Damai
774,Jawa Timur,Batu,Gubeng,Kelurahan Raya
775,Jawa Timur,Surabaya,Rungkut,Desa Agung
776,Jawa Timur,Malang,Sukolilo,Kelurahan Bersih
777,Jawa Timur,Banyuwangi,Mulyorejo,Desa Harmoni
778,Jawa Timur,Jember,Sawahan,Kelurahan Mawar
779,Jawa Timur,Sidoarjo,Genteng,Desa Melati
780,Jawa Timur,Gresik,Tegalsari,Kelurahan Maju
781,Jawa Timur,Mojokerto,Bubutan,Desa Makmur
782,Jawa Timur,Pasuruan,Simokerto,Kelurahan Sejahtera
783,Jawa Timur,Probolinggo,Pabean Cantian,Desa Sentosa
784,Jawa Timur,Kediri,Semampir,Kelurahan Bahagia
785,Jawa Timur,Blitar,Krembangan,Desa Jaya
786,Jawa Timur,Tulungagung,Bulak,Kelurahan Sari
787,Jawa Timur,Trenggalek,Asemrowo,Desa Mulya
788,Jawa Timur,Ponorogo,Benowo,Kelurahan Indah
789,Jawa Timur,Madiun,Lakarsantri,Desa Asri
790,Jawa Timur,Magetan,Sambikerep,Kelurahan Permai
791,Jawa Timur,Ngawi,Tandes,Desa Subur
792,Jawa Timur,Bojonegoro,Pakal,Kelurahan Tenteram
793,Jawa Timur,Tuban,Dukuh Pakis,Desa Damai
794,Jawa Timur,Lamongan,Gayungan,Kelurahan Raya
795,Jawa Timur,Bangkalan,Wonocolo,Desa Agung
796,Jawa Timur,Sampang,Wonokromo,Kelurahan Bersih
797,Jawa Timur,Pamekasan,Karangpilang,Desa Harmoni
798,Jawa Timur,Sumenep,Jambangan,Kelurahan Mawar
799,Jawa Timur,Pacitan,Wiyung,Desa Melati
800,Jawa Timur,Bondowoso,Kota,Kelurahan Maju
801,Jawa Timur,Situbondo,Utara,Desa Makmur
802,Jawa Timur,Lumajang,Selatan,Kelurahan Sejahtera
803,Jawa Timur,Jombang,Timur,Desa Sentosa
804,Jawa Timur,Nganjuk,Barat,Kelurahan Bahagia
805,Jawa Timur,Batu,Tengah,Desa Jaya
806,Jawa Timur,Surabaya,Pusat,Kelurahan Sari
807,Jawa Timur,Malang,Kraton,Desa Mulya
808,Jawa Timur,Banyuwangi,Sukun,Kelurahan Indah
809,Jawa Timur,Jember,Lowokwaru,Desa Asri
810,Jawa Timur,Sidoarjo,Klojen,Kelurahan Permai
811,Jawa Timur,Gresik,Blimbing,Desa Subur
812,Jawa Timur,Mojokerto,Kedungkandang,Kelurahan Tenteram
813,Jawa Timur,Pasuruan,Kenjeran,Desa Damai
814,Jawa Timur,Probolinggo,Gubeng,Kelurahan Raya
815,Jawa Timur,Kediri,Rungkut,Desa Agung
816,Jawa Timur,Blitar,Sukolilo,Kelurahan Bersih
817,Jawa Timur,Tulungagung,Mulyorejo,Desa Harmoni
818,Jawa Timur,Trenggalek,Sawahan,Kelurahan Mawar
819,Jawa Timur,Ponorogo,Genteng,Desa Melati
820,Jawa Timur,Madiun,Tegalsari,Kelurahan Maju
821,Jawa Timur,Magetan,Bubutan,Desa Makmur
822,Jawa Timur,Ngawi,Simokerto,Kelurahan Sejahtera
823,Jawa Timur,Bojonegoro,Pabean Cantian,Desa Sentosa
824,Jawa Timur,Tuban,Semampir,Kelurahan Bahagia
825,Jawa Timur,Lamongan,Krembangan,Desa Jaya
826,Jawa Timur,Bangkalan,Bulak,Kelurahan Sari
827,Jawa Timur,Sampang,Asemrowo,Desa Mulya
828,Jawa Timur,Pamekasan,Benowo,Kelurahan Indah
829,Jawa Timur,Sumenep,Lakarsantri,Desa Asri
830,Jawa Timur,Pacitan,Sambikerep,Kelurahan Permai
831,Jawa Timur,Bondowoso,Tandes,Desa Subur
832,Jawa Timur,Situbondo,Pakal,Kelurahan Tenteram
833,Jawa Timur,Lumajang,Dukuh Pakis,Desa Damai
834,Jawa Timur,Jombang,Gayungan,Kelurahan Raya
835,Jawa Timur,Nganjuk,Wonocolo,Desa Agung
836,Jawa Timur,Batu,Wonokromo,Kelurahan Bersih
837,Jawa Timur,Surabaya,Karangpilang,Desa Harmoni
838,Jawa Timur,Malang,Jambangan,Kelurahan Mawar
839,Jawa Timur,Banyuwangi,Wiyung,Desa Melati
840,Jawa Timur,Jember,Kota,Kelurahan Maju
841,Jawa Timur,Sidoarjo,Utara,Desa Makmur
842,Jawa Timur,Gresik,Selatan,Kelurahan Sejahtera
843,Jawa Timur,Mojokerto,Timur,Desa Sentosa
844,Jawa Timur,Pasuruan,Barat,Kelurahan Bahagia
845,Jawa Timur,Probolinggo,Tengah,Desa Jaya
846,Jawa Timur,Kediri,Pusat,Kelurahan Sari
847,Jawa Timur,Blitar,Kraton,Desa Mulya
848,Jawa Timur,Tulungagung,Sukun,Kelurahan Indah
849,Jawa Timur,Trenggalek,Lowokwaru,Desa Asri
850,Jawa Timur,Ponorogo,Klojen,Kelurahan Permai
851,Jawa Timur,Madiun,Blimbing,Desa Subur
852,Jawa Timur,Magetan,Kedungkandang,Kelurahan Tenteram
853,Jawa Timur,Ngawi,Kenjeran,Desa Damai
854,Jawa Timur,Bojonegoro,Gubeng,Kelurahan Raya
855,Jawa Timur,Tuban,Rungkut,Desa Agung
856,Jawa Timur,Lamongan,Sukolilo,Kelurahan Bersih
857,Jawa Timur,Bangkalan,Mulyorejo,Desa Harmoni
858,Jawa Timur,Sampang,Sawahan,Kelurahan Mawar
859,Jawa Timur,Pamekasan,Genteng,Desa Melati
860,Jawa Timur,Sumenep,Tegalsari,Kelurahan Maju
861,Jawa Timur,Pacitan,Bubutan,Desa Makmur
862,Jawa Timur,Bondowoso,Simokerto,Kelurahan Sejahtera
863,Jawa Timur,Situbondo,Pabean Cantian,Desa Sentosa
864,Jawa Timur,Lumajang,Semampir,Kelurahan Bahagia
865,Jawa Timur,Jombang,Krembangan,Desa Jaya
866,Jawa Timur,Nganjuk,Bulak,Kelurahan Sari
867,Jawa Timur,Batu,Asemrowo,Desa Mulya
868,Jawa Timur,Surabaya,Benowo,Kelurahan Indah
869,Jawa Timur,Malang,Lakarsantri,Desa Asri
870,Jawa Timur,Banyuwangi,Sambikerep,Kelurahan Permai
871,Jawa Timur,Jember,Tandes,Desa Subur
872,Jawa Timur,Sidoarjo,Pakal,Kelurahan Tenteram
873,Jawa Timur,Gresik,Dukuh Pakis,Desa Damai
874,Jawa Timur,Mojokerto,Gayungan,Kelurahan Raya
875,Jawa Timur,Pasuruan,Wonocolo,Desa Agung
876,Jawa Timur,Probolinggo,Wonokromo,Kelurahan Bersih
877,Jawa Timur,Kediri,Karangpilang,Desa Harmoni
878,Jawa Timur,Blitar,Jambangan,Kelurahan Mawar
879,Jawa Timur,Tulungagung,Wiyung,Desa Melati
880,Jawa Timur,Trenggalek,Kota,Kelurahan Maju
881,Jawa Timur,Ponorogo,Utara,Desa Makmur
882,Jawa Timur,Madiun,Selatan,Kelurahan Sejahtera
883,Jawa Timur,Magetan,Timur,Desa Sentosa
884,Jawa Timur,Ngawi,Barat,Kelurahan Bahagia
885,Jawa Timur,Bojonegoro,Tengah,Desa Jaya
886,Jawa Timur,Tuban,Pusat,Kelurahan Sari
887,Jawa Timur,Lamongan,Kraton,Desa Mulya
