No,Provinsi,Kabupaten/Kota,Kecamatan,Desa / Kelurahan
466,Jawa Timur,Tulungagung,Tengah,Kelurahan Sari
467,Jawa Timur,Ngawi,Utara,Desa Subur
468,Jawa Timur,Madiun,Utara,Desa Sentosa
469,Jawa Timur,Mojokerto,Kota,Kelurahan Sejahtera
470,Jawa Timur,Kediri,Wajak,Kelurahan Bahagia
471,Jawa Timur,Blitar,Lawang,Kelurahan Indah
472,Jawa Timur,Kediri,Kepanjen,Desa Asri
473,Jawa Timur,Kediri,Timur,Kelurahan Permai
474,Jawa Timur,Ponorogo,Kepanjen,Kelurahan Sejahtera
475,Jawa Timur,Madiun,Lawang,Kelurahan Permai
476,Jawa Timur,Ngawi,Timur,Desa Jaya
477,Jawa Timur,Madiun,Tengah,Kelurahan Sari
478,Jawa Timur,Trenggalek,Lawang,Desa Damai
479,Jawa Timur,Trenggalek,Barat,Kelurahan Sari
480,Jawa Timur,Kediri,Utara,Desa Subur
481,Jawa Timur,Ponorogo,Singosari,Desa Jaya
482,Jawa Timur,Blitar,Wajak,Desa Asri
483,Jawa Timur,Kediri,Kepanjen,Desa Subur
484,Jawa Timur,Kediri,Kota,Kelurahan Bahagia
485,Jawa Timur,Blitar,Timur,Desa Asri
486,Jawa Timur,Jombang,Tengah,Kelurahan Sari
487,Jawa Timur,Nganjuk,Utara,Desa Subur
488,Jawa Timur,Trenggalek,Kepanjen,Kelurahan Bahagia
489,Jawa Timur,Nganjuk,Lawang,Desa Makmur
490,Jawa Timur,Ponorogo,Kota,Kelurahan Bahagia
491,Jawa Timur,Blitar,Wajak,Desa Makmur
492,Jawa Timur,Madiun,Utara,Kelurahan Sejahtera
493,Jawa Timur,Mojokerto,Timur,Kelurahan Indah
494,Jawa Timur,Blitar,Singosari,Desa Makmur
495,Jawa Timur,Ngawi,Timur,Desa Damai
496,Jawa Timur,Madiun,Barat,Desa Subur
497,Jawa Timur,Kediri,Tengah,Desa Makmur
498,Jawa Timur,Ponorogo,Selatan,Kelurahan Tenteram
499,Jawa Timur,Bojonegoro,Lawang,Kelurahan Sari
500,Jawa Timur,Tulungagung,Selatan,Kelurahan Maju
501,Jawa Timur,Blitar,Lawang,Desa Sentosa
502,Jawa Timur,Tulungagung,Kota,Kelurahan Tenteram
503,Jawa Timur,Ponorogo,Barat,Desa Mulya
504,Jawa Timur,Blitar,Timur,Kelurahan Sejahtera
505,Jawa Timur,Pacitan,Barat,Kelurahan Sari
506,Jawa Timur,Ponorogo,Timur,Kelurahan Permai
507,Jawa Timur,Blitar,Singosari,Desa Makmur
508,Jawa Timur,Kediri,Pakis,Kelurahan Sejahtera
509,Jawa Timur,Ngawi,Tengah,Kelurahan Maju
510,Jawa Timur,Madiun,Pakis,Kelurahan Indah
511,Jawa Timur,Blitar,Singosari,Kelurahan Indah
512,Jawa Timur,Kediri,Tengah,Desa Asri
513,Jawa Timur,Ngawi,Wajak,Kelurahan Sari
514,Jawa Timur,Blitar,Kepanjen,Desa Mulya
515,Jawa Timur,Madiun,Selatan,Desa Asri
516,Jawa Timur,Blitar,Kota,Desa Asri
517,Jawa Timur,Jombang,Kepanjen,Kelurahan Sari
518,Jawa Timur,Blitar,Tengah,Kelurahan Tenteram
519,Jawa Timur,Trenggalek,Wajak,Kelurahan Permai
520,Jawa Timur,Kediri,Selatan,Desa Subur
521,Jawa Timur,Ngawi,Barat,Desa Sentosa
522,Jawa Timur,Kediri,Barat,Kelurahan Sejahtera
523,Jawa Timur,Blitar,Singosari,Desa Subur
524,Jawa Timur,Blitar,Singosari,Desa Damai
525,Jawa Timur,Ponorogo,Pakis,Desa Asri
526,Jawa Timur,Blitar,Selatan,Desa Jaya
527,Jawa Timur,Mojokerto,Utara,Kelurahan Bahagia
528,Jawa Timur,Kediri,Lawang,Desa Makmur
529,Jawa Timur,Blitar,Wajak,Kelurahan Sejahtera
530,Jawa Timur,Tulungagung,Tengah,Desa Subur
531,Jawa Timur,Kediri,Wajak,Desa Jaya
532,Jawa Timur,Blitar,Tengah,Desa Subur
533,Jawa Timur,Tulungagung,Kota,Desa Mulya
534,Jawa Timur,Kediri,Barat,Kelurahan Tenteram
535,Jawa Timur,Blitar,Lawang,Desa Jaya
536,Jawa Timur,Kediri,Kota,Desa Subur
537,Jawa Timur,Nganjuk,Kepanjen,Kelurahan Tenteram
538,Jawa Timur,Madiun,Singosari,Kelurahan Bahagia
539,Jawa Timur,Trenggalek,Kepanjen,Kelurahan Sejahtera
540,Jawa Timur,Madiun,Kepanjen,Desa Subur
541,Jawa Timur,Kediri,Dau,Kelurahan Tenteram
542,Jawa Timur,Tulungagung,Wajak,Desa Sentosa
543,Jawa Timur,Tulungagung,Kepanjen,Kelurahan Sari
544,Jawa Timur,Kediri,Dau,Kelurahan Sejahtera
545,Jawa Timur,Mojokerto,Singosari,Kelurahan Maju
546,Jawa Timur,Blitar,Singosari,Kelurahan Sari
547,Jawa Timur,Jombang,Dau,Kelurahan Bahagia
548,Jawa Timur,Tulungagung,Singosari,Desa Damai
549,Jawa Timur,Trenggalek,Lawang,Desa Makmur
550,Jawa Timur,Nganjuk,Utara,Kelurahan Maju
551,Jawa Timur,Bojonegoro,Kota,Desa Asri
552,Jawa Timur,Kediri,Tengah,Kelurahan Sari
553,Jawa Timur,Blitar,Lawang,Desa Damai
554,Jawa Timur,Ngawi,Dau,Desa Subur
555,Jawa Timur,Ponorogo,Kota,Desa Subur
556,Jawa Timur,Magetan,Singosari,Kelurahan Indah
557,Jawa Timur,Blitar,Pakis,Desa Makmur
558,Jawa Timur,Tulungagung,Tumpang,Kelurahan Bahagia
559,Jawa Timur,Ngawi,Tumpang,Desa Mulya
560,Jawa Timur,Ponorogo,Wajak,Desa Asri
561,Jawa Timur,Trenggalek,Singosari,Desa Asri
562,Jawa Timur,Kediri,Pakis,Kelurahan Maju
563,Jawa Timur,Mojokerto,Tengah,Desa Sentosa
564,Jawa Timur,Tulungagung,Tengah,Desa Jaya
565,Jawa Timur,Kediri,Dau,Desa Damai
566,Jawa Timur,Ngawi,Tumpang,Desa Damai
567,Jawa Timur,Tulungagung,Utara,Kelurahan Indah
568,Jawa Timur,Blitar,Kepanjen,Kelurahan Sejahtera
569,Jawa Timur,Tulungagung,Pakis,Desa Jaya
570,Jawa Timur,Tulungagung,Tengah,Kelurahan Sejahtera
571,Jawa Timur,Blitar,Wajak,Kelurahan Tenteram
572,Jawa Timur,Tulungagung,Barat,Kelurahan Tenteram
573,Jawa Timur,Blitar,Timur,Desa Jaya
574,Jawa Timur,Tulungagung,Singosari,Desa Subur
575,Jawa Timur,Ponorogo,Kepanjen,Desa Sentosa
576,Jawa Timur,Kediri,Utara,Desa Damai
577,Jawa Timur,Kediri,Timur,Kelurahan Sari
578,Jawa Timur,Kediri,Lawang,Desa Sentosa
579,Jawa Timur,Madiun,Tumpang,Kelurahan Indah
580,Jawa Timur,Mojokerto,Kota,Desa Subur
581,Jawa Timur,Madiun,Tumpang,Kelurahan Sejahtera
582,Jawa Timur,Kediri,Kepanjen,Desa Mulya
583,Jawa Timur,Ngawi,Barat,Kelurahan Maju
584,Jawa Timur,Kediri,Tumpang,Kelurahan Sejahtera
585,Jawa Timur,Blitar,Lawang,Kelurahan Sari
586,Jawa Timur,Tulungagung,Barat,Kelurahan Permai
587,Jawa Timur,Magetan,Dau,Desa Asri
588,Jawa Timur,Madiun,Kota,Kelurahan Sejahtera
589,Jawa Timur,Madiun,Wajak,Desa Sentosa
590,Jawa Timur,Ponorogo,Singosari,Desa Mulya
591,Jawa Timur,Madiun,Kota,Kelurahan Sejahtera
592,Jawa Timur,Nganjuk,Wajak,Kelurahan Tenteram
593,Jawa Timur,Pacitan,Tengah,Kelurahan Tenteram
594,Jawa Timur,Ponorogo,Kepanjen,Desa Sentosa
595,Jawa Timur,Kediri,Wajak,Kelurahan Tenteram
596,Jawa Timur,Mojokerto,Kepanjen,Kelurahan Tenteram
597,Jawa Timur,Kediri,Kepanjen,Desa Subur
598,Jawa Timur,Kediri,Timur,Desa Makmur
599,Jawa Timur,Madiun,Timur,Desa Makmur
600,Jawa Timur,Blitar,Dau,Kelurahan Indah
601,Jawa Timur,Tulungagung,Wajak,Kelurahan Sari
602,Jawa Timur,Pacitan,Kota,Kelurahan Sari
603,Jawa Timur,Mojokerto,Tumpang,Kelurahan Sejahtera
604,Jawa Timur,Nganjuk,Timur,Kelurahan Maju
605,Jawa Timur,Kediri,Timur,Kelurahan Indah
606,Jawa Timur,Blitar,Pakis,Kelurahan Bahagia
607,Jawa Timur,Tulungagung,Pakis,Kelurahan Indah
608,Jawa Timur,Blitar,Tumpang,Kelurahan Maju
609,Jawa Timur,Blitar,Tengah,Desa Mulya
610,Jawa Timur,Kediri,Wajak,Kelurahan Bahagia
611,Jawa Timur,Pacitan,Timur,Desa Subur
612,Jawa Timur,Mojokerto,Tengah,Desa Asri
613,Jawa Timur,Blitar,Tengah,Desa Makmur
614,Jawa Timur,Mojokerto,Kota,Desa Jaya
615,Jawa Timur,Kediri,Barat,Desa Mulya
616,Jawa Timur,Kediri,Utara,Kelurahan Tenteram
617,Jawa Timur,Jombang,Utara,Kelurahan Bahagia
618,Jawa Timur,Ponorogo,Kota,Desa Mulya
619,Jawa Timur,Magetan,Singosari,Desa Damai
620,Jawa Timur,Kediri,Tumpang,Kelurahan Permai
621,Jawa Timur,Ngawi,Tengah,Desa Damai
622,Jawa Timur,Nganjuk,Utara,Desa Makmur
623,Jawa Timur,Kediri,Singosari,Kelurahan Maju
624,Jawa Timur,Blitar,Utara,Kelurahan Permai
625,Jawa Timur,Kediri,Kota,Desa Asri
626,Jawa Timur,Ngawi,Selatan,Desa Asri
627,Jawa Timur,Tulungagung,Timur,Desa Makmur
628,Jawa Timur,Blitar,Pakis,Desa Subur
629,Jawa Timur,Ponorogo,Lawang,Desa Damai
630,Jawa Timur,Ngawi,Dau,Kelurahan Indah
631,Jawa Timur,Blitar,Kota,Desa Mulya
632,Jawa Timur,Ponorogo,Tumpang,Kelurahan Permai
633,Jawa Timur,Blitar,Lawang,Kelurahan Indah
634,Jawa Timur,Mojokerto,Kepanjen,Desa Jaya
635,Jawa Timur,Blitar,Dau,Desa Subur
636,Jawa Timur,Blitar,Tumpang,Desa Jaya
637,Jawa Timur,Mojokerto,Lawang,Kelurahan Permai
638,Jawa Timur,Mojokerto,Wajak,Kelurahan Tenteram
639,Jawa Timur,Blitar,Selatan,Kelurahan Tenteram
640,Jawa Timur,Trenggalek,Wajak,Desa Sentosa
641,Jawa Timur,Tulungagung,Timur,Desa Makmur
642,Jawa Timur,Ponorogo,Tumpang,Kelurahan Sejahtera
643,Jawa Timur,Mojokerto,Dau,Kelurahan Sari
644,Jawa Timur,Ngawi,Utara,Desa Mulya
645,Jawa Timur,Jombang,Kota,Desa Damai
646,Jawa Timur,Blitar,Lawang,Desa Subur
647,Jawa Timur,Bojonegoro,Tengah,Desa Asri
648,Jawa Timur,Nganjuk,Dau,Desa Damai
649,Jawa Timur,Kediri,Dau,Kelurahan Maju
650,Jawa Timur,Mojokerto,Pakis,Kelurahan Sari
651,Jawa Timur,Madiun,Tengah,Desa Makmur
652,Jawa Timur,Kediri,Lawang,Kelurahan Sejahtera
653,Jawa Timur,Tulungagung,Pakis,Desa Asri
654,Jawa Timur,Tulungagung,Wajak,Desa Subur
655,Jawa Timur,Mojokerto,Kota,Desa Jaya
656,Jawa Timur,Kediri,Dau,Kelurahan Maju
657,Jawa Timur,Kediri,Tumpang,Desa Asri
658,Jawa Timur,Blitar,Barat,Kelurahan Tenteram
659,Jawa Timur,Ponorogo,Tengah,Desa Mulya
660,Jawa Timur,Tulungagung,Barat,Desa Mulya
661,Jawa Timur,Nganjuk,Barat,Desa Sentosa
662,Jawa Timur,Blitar,Selatan,Kelurahan Bahagia
663,Jawa Timur,Kediri,Selatan,Kelurahan Permai
664,Jawa Timur,Blitar,Timur,Kelurahan Sejahtera
665,Jawa Timur,Ponorogo,Pakis,Kelurahan Indah
666,Jawa Timur,Blitar,Timur,Desa Damai
667,Jawa Timur,Blitar,Utara,Kelurahan Tenteram
668,Jawa Timur,Bojonegoro,Kepanjen,Desa Subur
669,Jawa Timur,Blitar,Wajak,Desa Jaya
670,Jawa Timur,Kediri,Timur,Desa Mulya
671,Jawa Timur,Ngawi,Tumpang,Desa Makmur
672,Jawa Timur,Kediri,Wajak,Desa Makmur
673,Jawa Timur,Tulungagung,Dau,Desa Sentosa
674,Jawa Timur,Mojokerto,Kota,Kelurahan Sari
675,Jawa Timur,Kediri,Tengah,Desa Sentosa
676,Jawa Timur,Kediri,Tumpang,Desa Mulya
677,Jawa Timur,Ngawi,Selatan,Kelurahan Maju
678,Jawa Timur,Blitar,Pakis,Desa Mulya
679,Jawa Timur,Blitar,Tumpang,Kelurahan Indah
680,Jawa Timur,Tulungagung,Kepanjen,Desa Asri
681,Jawa Timur,Kediri,Timur,Kelurahan Bahagia
682,Jawa Timur,Blitar,Dau,Desa Subur
683,Jawa Timur,Kediri,Lawang,Kelurahan Tenteram
684,Jawa Timur,Madiun,Kepanjen,Desa Makmur
685,Jawa Timur,Mojokerto,Kota,Kelurahan Tenteram
686,Jawa Timur,Ngawi,Barat,Desa Asri
687,Jawa Timur,Tulungagung,Kota,Kelurahan Bahagia
688,Jawa Timur,Magetan,Kota,Kelurahan Indah
689,Jawa Timur,Tulungagung,Tengah,Kelurahan Sejahtera
690,Jawa Timur,Madiun,Utara,Kelurahan Indah
691,Jawa Timur,Tulungagung,Singosari,Kelurahan Indah
692,Jawa Timur,Kediri,Timur,Kelurahan Tenteram
693,Jawa Timur,Kediri,Kepanjen,Desa Subur
694,Jawa Timur,Bojonegoro,Dau,Kelurahan Maju
695,Jawa Timur,Kediri,Tumpang,Desa Mulya
696,Jawa Timur,Kediri,Tengah,Kelurahan Bahagia
697,Jawa Timur,Kediri,Tumpang,Desa Subur
698,Jawa Timur,Pacitan,Dau,Kelurahan Sari
699,Jawa Timur,Blitar,Utara,Kelurahan Sari
700,Jawa Timur,Tulungagung,Singosari,Desa Jaya
701,Jawa Timur,Trenggalek,Barat,Kelurahan Tenteram
702,Jawa Timur,Tulungagung,Kota,Kelurahan Bahagia
703,Jawa Timur,Ngawi,Barat,Desa Mulya
704,Jawa Timur,Jombang,Selatan,Kelurahan Permai
705,Jawa Timur,Kediri,Dau,Kelurahan Sejahtera
706,Jawa Timur,Ngawi,Lawang,Desa Asri
707,Jawa Timur,Kediri,Singosari,Desa Damai
708,Jawa Timur,Ponorogo,Selatan,Desa Makmur
709,Jawa Timur,Nganjuk,Kepanjen,Desa Subur
710,Jawa Timur,Sidoarjo,Lawang,Desa Subur
711,Jawa Timur,Bojonegoro,Wajak,Kelurahan Permai
712,Jawa Timur,Blitar,Timur,Desa Asri
713,Jawa Timur,Kediri,Barat,Kelurahan Sejahtera
714,Jawa Timur,Pacitan,Timur,Desa Makmur
715,Jawa Timur,Ponorogo,Singosari,Desa Makmur
716,Jawa Timur,Blitar,Lawang,Desa Subur
717,Jawa Timur,Tulungagung,Wajak,Kelurahan Bahagia
718,Jawa Timur,Tulungagung,Kepanjen,Kelurahan Permai
719,Jawa Timur,Blitar,Tengah,Kelurahan Sari
720,Jawa Timur,Ponorogo,Utara,Kelurahan Permai
721,Jawa Timur,Ngawi,Tengah,Kelurahan Bahagia
722,Jawa Timur,Kediri,Kepanjen,Desa Damai
723,Jawa Timur,Tulungagung,Tumpang,Kelurahan Maju
724,Jawa Timur,Madiun,Utara,Kelurahan Permai
725,Jawa Timur,Kediri,Selatan,Desa Mulya
726,Jawa Timur,Ngawi,Singosari,Desa Subur
727,Jawa Timur,Ngawi,Wajak,Desa Damai
728,Jawa Timur,Tulungagung,Pakis,Kelurahan Maju
729,Jawa Timur,Blitar,Tengah,Desa Makmur
730,Jawa Timur,Kediri,Barat,Kelurahan Bahagia
731,Jawa Timur,Blitar,Utara,Kelurahan Tenteram
732,Jawa Timur,Trenggalek,Pakis,Kelurahan Sejahtera
733,Jawa Timur,Jombang,Lawang,Kelurahan Permai
734,Jawa Timur,Nganjuk,Selatan,Kelurahan Permai
735,Jawa Timur,Ngawi,Tengah,Desa Sentosa
736,Jawa Timur,Kediri,Barat,Desa Mulya
737,Jawa Timur,Kediri,Kepanjen,Desa Subur
738,Jawa Timur,Tulungagung,Tumpang,Kelurahan Sejahtera
739,Jawa Timur,Trenggalek,Barat,Desa Mulya
740,Jawa Timur,Nganjuk,Singosari,Kelurahan Tenteram
741,Jawa Timur,Kediri,Barat,Kelurahan Permai
742,Jawa Timur,Madiun,Kepanjen,Kelurahan Bahagia
743,Jawa Timur,Tulungagung,Lawang,Desa Damai
744,Jawa Timur,Kediri,Lawang,Kelurahan Indah
745,Jawa Timur,Kediri,Dau,Kelurahan Indah
746,Jawa Timur,Blitar,Tengah,Kelurahan Indah
747,Jawa Timur,Ponorogo,Tengah,Kelurahan Sari
748,Jawa Timur,Kediri,Kota,Desa Makmur
749,Jawa Timur,Ngawi,Pakis,Kelurahan Sari
750,Jawa Timur,Madiun,Timur,Desa Subur
751,Jawa Timur,Madiun,Pakis,Kelurahan Sari
752,Jawa Timur,Ngawi,Wajak,Desa Asri
753,Jawa Timur,Tulungagung,Selatan,Kelurahan Sejahtera
754,Jawa Timur,Kediri,Kota,Kelurahan Indah
755,Jawa Timur,Ponorogo,Singosari,Desa Subur
756,Jawa Timur,Tulungagung,Dau,Desa Subur
757,Jawa Timur,Kediri,Kepanjen,Desa Makmur
758,Jawa Timur,Kediri,Tengah,Kelurahan Sejahtera
759,Jawa Timur,Tulungagung,Singosari,Kelurahan Maju
760,Jawa Timur,Tulungagung,Pakis,Desa Asri
761,Jawa Timur,Kediri,Timur,Desa Sentosa
762,Jawa Timur,Kediri,Kota,Desa Damai
763,Jawa Timur,Mojokerto,Timur,Desa Jaya
764,Jawa Timur,Kediri,Singosari,Kelurahan Bahagia
765,Jawa Timur,Kediri,Tumpang,Kelurahan Tenteram
766,Jawa Timur,Kediri,Pakis,Kelurahan Maju
767,Jawa Timur,Kediri,Utara,Desa Sentosa
768,Jawa Timur,Ponorogo,Utara,Desa Makmur
769,Jawa Timur,Mojokerto,Wajak,Kelurahan Sejahtera
770,Jawa Timur,Ngawi,Singosari,Desa Asri
771,Jawa Timur,Ngawi,Lawang,Kelurahan Maju
772,Jawa Timur,Tulungagung,Utara,Kelurahan Sari
773,Jawa Timur,Madiun,Selatan,Desa Sentosa
774,Jawa Timur,Nganjuk,Barat,Kelurahan Permai
775,Jawa Timur,Ponorogo,Dau,Desa Asri
776,Jawa Timur,Trenggalek,Kota,Desa Mulya
777,Jawa Timur,Tulungagung,Pakis,Kelurahan Permai
778,Jawa Timur,Bojonegoro,Dau,Desa Asri
779,Jawa Timur,Kediri,Pakis,Kelurahan Tenteram
780,Jawa Timur,Blitar,Tengah,Desa Sentosa
781,Jawa Timur,Blitar,Kepanjen,Kelurahan Maju
782,Jawa Timur,Madiun,Tengah,Desa Mulya
783,Jawa Timur,Blitar,Singosari,Desa Makmur
784,Jawa Timur,Tulungagung,Utara,Desa Sentosa
785,Jawa Timur,Ngawi,Tumpang,Kelurahan Tenteram
786,Jawa Timur,Kediri,Pakis,Kelurahan Sari
787,Jawa Timur,Trenggalek,Timur,Kelurahan Sejahtera
788,Jawa Timur,Madiun,Utara,Kelurahan Maju
789,Jawa Timur,Kediri,Tengah,Desa Makmur
790,Jawa Timur,Kediri,Selatan,Desa Subur
791,Jawa Timur,Ngawi,Lawang,Desa Sentosa
792,Jawa Timur,Madiun,Tengah,Desa Mulya
793,Jawa Timur,Kediri,Timur,Desa Mulya
794,Jawa Timur,Ngawi,Pakis,Kelurahan Maju
795,Jawa Timur,Madiun,Singosari,Kelurahan Indah
796,Jawa Timur,Madiun,Tengah,Kelurahan Sari
797,Jawa Timur,Madiun,Utara,Kelurahan Sejahtera
798,Jawa Timur,Trenggalek,Tengah,Desa Mulya
799,Jawa Timur,Blitar,Singosari,Kelurahan Sari
800,Jawa Timur,Ngawi,Lawang,Kelurahan Permai
801,Jawa Timur,Pacitan,Lawang,Desa Subur
802,Jawa Timur,Kediri,Tumpang,Kelurahan Bahagia
803,Jawa Timur,Sidoarjo,Tengah,Desa Jaya
804,Jawa Timur,Ngawi,Barat,Kelurahan Sari
805,Jawa Timur,Kediri,Tengah,Kelurahan Tenteram
806,Jawa Timur,Madiun,Tumpang,Kelurahan Indah
807,Jawa Timur,Kediri,Kota,Kelurahan Sari
808,Jawa Timur,Kediri,Pakis,Kelurahan Tenteram
809,Jawa Timur,Tulungagung,Timur,Kelurahan Permai
810,Jawa Timur,Blitar,Lawang,Kelurahan Permai
811,Jawa Timur,Kediri,Lawang,Desa Damai
812,Jawa Timur,Ponorogo,Lawang,Kelurahan Bahagia
813,Jawa Timur,Kediri,Barat,Desa Asri
814,Jawa Timur,Mojokerto,Kota,Kelurahan Indah
815,Jawa Timur,Tulungagung,Selatan,Kelurahan Tenteram
816,Jawa Timur,Kediri,Pakis,Kelurahan Permai
817,Jawa Timur,Tulungagung,Barat,Desa Asri
818,Jawa Timur,Kediri,Lawang,Kelurahan Bahagia
819,Jawa Timur,Ponorogo,Wajak,Desa Sentosa
820,Jawa Timur,Ponorogo,Tengah,Desa Sentosa
821,Jawa Timur,Blitar,Barat,Kelurahan Tenteram
822,Jawa Timur,Tulungagung,Dau,Kelurahan Maju
823,Jawa Timur,Ponorogo,Barat,Desa Makmur
824,Jawa Timur,Madiun,Utara,Desa Sentosa
825,Jawa Timur,Tulungagung,Kota,Kelurahan Permai
826,Jawa Timur,Madiun,Singosari,Desa Jaya
827,Jawa Timur,Blitar,Kepanjen,Kelurahan Sari
828,Jawa Timur,Tulungagung,Pakis,Kelurahan Tenteram
829,Jawa Timur,Nganjuk,Singosari,Kelurahan Bahagia
830,Jawa Timur,Madiun,Singosari,Desa Makmur
831,Jawa Timur,Madiun,Wajak,Kelurahan Sejahtera
832,Jawa Timur,Kediri,Selatan,Desa Mulya
833,Jawa Timur,Jombang,Singosari,Desa Mulya
834,Jawa Timur,Tulungagung,Pakis,Kelurahan Sari
835,Jawa Timur,Nganjuk,Lawang,Kelurahan Bahagia
836,Jawa Timur,Blitar,Timur,Desa Asri
837,Jawa Timur,Tulungagung,Wajak,Kelurahan Tenteram
838,Jawa Timur,Ngawi,Kota,Desa Asri
839,Jawa Timur,Jombang,Singosari,Kelurahan Maju
840,Jawa Timur,Blitar,Pakis,Kelurahan Indah
841,Jawa Timur,Madiun,Tumpang,Desa Sentosa
842,Jawa Timur,Tulungagung,Singosari,Desa Subur
843,Jawa Timur,Nganjuk,Barat,Kelurahan Permai
844,Jawa Timur,Blitar,Tengah,Desa Damai
845,Jawa Timur,Madiun,Kota,Kelurahan Sari
846,Jawa Timur,Kediri,Lawang,Desa Makmur
847,Jawa Timur,Madiun,Kota,Kelurahan Permai
848,Jawa Timur,Kediri,Wajak,Desa Mulya
849,Jawa Timur,Tulungagung,Wajak,Desa Jaya
850,Jawa Timur,Tulungagung,Kepanjen,Desa Asri
851,Jawa Timur,Tulungagung,Singosari,Desa Makmur
852,Jawa Timur,Nganjuk,Tengah,Kelurahan Bahagia
853,Jawa Timur,Trenggalek,Dau,Desa Makmur
854,Jawa Timur,Trenggalek,Pakis,Kelurahan Indah
855,Jawa Timur,Blitar,Tengah,Desa Makmur
856,Jawa Timur,Blitar,Pakis,Kelurahan Tenteram
857,Jawa Timur,Tulungagung,Wajak,Desa Makmur
858,Jawa Timur,Blitar,Kota,Desa Mulya
859,Jawa Timur,Ponorogo,Kepanjen,Kelurahan Maju
860,Jawa Timur,Tulungagung,Tumpang,Kelurahan Sejahtera
861,Jawa Timur,Magetan,Barat,Kelurahan Sejahtera
862,Jawa Timur,Kediri,Kepanjen,Desa Mulya
863,Jawa Timur,Ponorogo,Timur,Desa Mulya
864,Jawa Timur,Kediri,Utara,Desa Subur
865,Jawa Timur,Ngawi,Utara,Kelurahan Bahagia
866,Jawa Timur,Blitar,Tengah,Kelurahan Tenteram
867,Jawa Timur,Madiun,Tumpang,Kelurahan Sari
868,Jawa Timur,Bojonegoro,Barat,Desa Subur
869,Jawa Timur,Jombang,Dau,Desa Jaya
870,Jawa Timur,Ngawi,Lawang,Desa Jaya
871,Jawa Timur,Ponorogo,Selatan,Kelurahan Sari
872,Jawa Timur,Tulungagung,Timur,Kelurahan Sejahtera
873,Jawa Timur,Blitar,Kepanjen,Desa Makmur
874,Jawa Timur,Kediri,Lawang,Desa Mulya
875,Jawa Timur,Kediri,Kepanjen,Kelurahan Indah
876,Jawa Timur,Madiun,Utara,Desa Subur
877,Jawa Timur,Ngawi,Kepanjen,Desa Jaya
878,Jawa Timur,Blitar,Timur,Kelurahan Bahagia
879,Jawa Timur,Kediri,Lawang,Kelurahan Sejahtera
880,Jawa Timur,Trenggalek,Kepanjen,Desa Damai
881,Jawa Timur,Madiun,Kepanjen,Desa Jaya
882,Jawa Timur,Madiun,Wajak,Desa Subur
883,Jawa Timur,Tulungagung,Singosari,Desa Damai
884,Jawa Timur,Madiun,Pakis,Desa Asri
885,Jawa Timur,Blitar,Barat,Desa Jaya
886,Jawa Timur,Mojokerto,Utara,Kelurahan Maju
887,Jawa Timur,Pacitan,Singosari,Desa Jaya
888,Jawa Timur,Tulungagung,Singosari,Kelurahan Permai
889,Jawa Timur,Kediri,Selatan,Desa Makmur
890,Jawa Timur,Kediri,Dau,Desa Makmur
891,Jawa Timur,Kediri,Kepanjen,Desa Sentosa
892,Jawa Timur,Trenggalek,Kota,Kelurahan Sari
893,Jawa Timur,Ponorogo,Tumpang,Desa Subur
894,Jawa Timur,Blitar,Tengah,Desa Subur
895,Jawa Timur,Nganjuk,Kota,Kelurahan Permai
896,Jawa Timur,Tulungagung,Wajak,Desa Mulya
897,Jawa Timur,Mojokerto,Timur,Kelurahan Permai
898,Jawa Timur,Blitar,Wajak,Kelurahan Maju
899,Jawa Timur,Ponorogo,Singosari,Kelurahan Bahagia
900,Jawa Timur,Kediri,Tumpang,Kelurahan Tenteram
901,Jawa Timur,Ponorogo,Tumpang,Desa Jaya
902,Jawa Timur,Kediri,Selatan,Desa Damai
903,Jawa Timur,Jombang,Singosari,Kelurahan Sejahtera
904,Jawa Timur,Madiun,Kota,Desa Asri
905,Jawa Timur,Tulungagung,Barat,Desa Subur
906,Jawa Timur,Kediri,Barat,Kelurahan Maju
907,Jawa Timur,Blitar,Lawang,Desa Asri
908,Jawa Timur,Kediri,Kepanjen,Kelurahan Tenteram
909,Jawa Timur,Nganjuk,Pakis,Desa Mulya
910,Jawa Timur,Ngawi,Selatan,Kelurahan Sejahtera
911,Jawa Timur,Madiun,Selatan,Kelurahan Sejahtera
912,Jawa Timur,Kediri,Wajak,Desa Mulya
913,Jawa Timur,Blitar,Pakis,Desa Makmur
914,Jawa Timur,Tulungagung,Singosari,Kelurahan Indah
915,Jawa Timur,Tulungagung,Utara,Desa Makmur
916,Jawa Timur,Kediri,Selatan,Kelurahan Tenteram
917,Jawa Timur,Blitar,Singosari,Kelurahan Bahagia
918,Jawa Timur,Blitar,Tumpang,Desa Asri
919,Jawa Timur,Mojokerto,Kota,Desa Damai
920,Jawa Timur,Tulungagung,Dau,Desa Sentosa
921,Jawa Timur,Tulungagung,Singosari,Kelurahan Maju
922,Jawa Timur,Kediri,Tengah,Desa Damai
923,Jawa Timur,Blitar,Selatan,Desa Sentosa
924,Jawa Timur,Blitar,Dau,Kelurahan Maju
925,Jawa Timur,Ngawi,Dau,Kelurahan Tenteram
926,Jawa Timur,Ngawi,Dau,Kelurahan Sari
927,Jawa Timur,Trenggalek,Kepanjen,Desa Subur
928,Jawa Timur,Tulungagung,Singosari,Kelurahan Maju
